#	Genetic ID	Master ID	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Publication	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)	Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]	Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]	Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death from physical anthropology	Group ID	Locality	Political Entity	Lat.	Long.	Pulldown Strategy	Data source	No. Libraries	1240k coverage (taken from original pulldown where possible)	SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)	SNPs hit on autosomal targets (Computed using easystats on HO snpset)	Molecular Sex	Family ID and position within family	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if >2x or published	mtDNA match to consensus if >2x (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	Libraries	ASSESSMENT	"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0."
10158	HGDP00892.DG	HGDP00892	..	..	2020	BergstromScience2020	Modern	0	0	present	..	Russian.DG	Vologda Administrative Region	Russia	61	40	1240K pulldown padded to 3.2M snpset	Shotgun.diploid	..	..	1137871	587495	M	n/a (no relatives detected)	..	..	..	..	..	..	..	..	..	PASS	..
8123	BRG002	BRG002	AT-651	Tooth	2020	JeongCell2020	context: Historical - period	700	144	1000-1500 CE	..	Mongolia_Selenge_LateMedieval	Selenge, Burgaldain Khundii	Mongolia	49.223888	104.884444	Repulldown on 3.2M snpset	1240K	1	2.417361	831127	457900	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	G2a5	..	..	..	ds.half	BRG002.B0101	PASS	..
14524	HG00102.DG	HG00102	..	..	..	1KGPhase3	Modern	0	0	present	..	GBR.DG	Scotland, Orkney	United Kingdom	..	..	1240K pulldown padded to 3.2M snpset	Shotgun.diploid	..	..	858567	430597	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	..	..	..	..	..	..	PASS_MAYBE_REPLACE_IN_FUTURE_WITH_LESS_FILTERED_VERSION_WITH_MORE_SNPS_COVERED	..
7566	Donkalnis6	Donkalnis6	Donkalnis6	..	2018	MittnikNatureCommunications2018	Direct: IntCal20	6569	55	4718-4503 calBCE (5770±40 BP, Poz-61574)	..	Lithuania_EMN_Narva	Donkalnis	Lithuania	55.808	22.422	Repulldown on 3.2M snpset	1240K	..	5.822022	945184	531659	F	n/a (no relatives detected)	n/a (female)	n/a (female)	..	U5a2e	..	..	..	half	..	PASS	..
10479	I5696	I5696	SLO 11; 2544 | OBR2544	petrous; petrous	2021	PattersonNature2021	Direct: IntCal20	2272	63	401-208 calBCE (2281±29 BP, SUERC-69438)	mature adult 	Slovenia_MIA_oSouth	Obrežje	Slovenia	45.847908	15.690421	Repulldown on 3.2M snpset	1240K	2	11.164901	927847	504760	M	n/a (no relatives detected)	..	..	301.616694	H4a1c1a	..	0.115	0.426772	ds.half,ds.half	S23976.Y1.E1.L1,S5696.E1.L1	PASS	..
12366	I5319.SG	I5319	MT_1	petrous	2019	FlegontovNature2019	Direct (WARNING NEEDS MARINE CALIBRATION IN IntCal20): IntCal13 by Thomas Harper	725	101	1050-1400 calCE (1170±30 BP, Beta-337194)	30-40	USA_AK_Ancient_Athabaskan_1100BP.SG	Alaska, western interior, Tochak McGrath, Upper Kuskokwim River	USA	62.951189	-155.59472400000001	Repulldown on 3.2M snpset	Shotgun	1	21.3397	1148614	593036	M	USA, Alaska, western interior, Tochak McGrath, Upper Kuskokwim River Family A (3 members) (I5319 and I5320 are a father-son pair but the order is unknown. Both have a 2nd or 3rd degree relationship with I5321)	..	..	..	A2a1	..	..	..	ds.half	S5319.E1.L1	PASS	..
9976	KPT001	KPT001	8313 petrous left	petrous bone	2020	YuCell2020	Direct (WARNING TO FWRE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction	3759	40	1880-1743 calBCE (3807±19 BP)	..	Russia_Siberia_Lena_EBA	Siberia, Upper Lena river, Khaptsagai	Russia	53.044528	105.510583	Repulldown on 3.2M snpset	1240K	1	1.483799	759167	418148	F	n/a (no relatives detected)	n/a (female)	n/a (female)	153.2	C4a1a3	..	0.061	..	ds.half	KPT001.A0101	PASS	..
7379	HG02082.SG	HG02082	..	..	..	1KGPhase3	Modern	0	0	present	..	KHV.SG	Kinh, Ho Chi Minh City	Vietnam	10.8	106.65	1240K pulldown padded to 3.2M snpset	Shotgun	..	..	1147331	592576	M	n/a (no relatives detected)	..	..	..	..	..	..	..	..	..	PASS	..
3890	HG00338.SG	HG00338	..	..	..	1KGPhase3	Modern	0	0	present	..	FIN.SG	..	Finland	..	..	1240K pulldown padded to 3.2M snpset	Shotgun	..	..	1009521	519275	M	n/a (no relatives detected)	..	..	..	..	..	..	..	..	..	PASS	..
2476	BLS002	BLS002	Bl_any_1-2	..	2021	PapacScienceAdvances2021	Direct: IntCal20	4692	74	2872-2626 calBCE (4141±22 BP, MAMS-41370)	..	Czech_N_GlobularAmphora	Bohemia, Blšany	Czech Republic	50.351064	13.852118	Repulldown on 3.2M snpset	1240K	1	1.394229	725096	395362	F	Bohemia, Bl_any Family A (2 members) (daughter-mother: BLS002-BLS001)	n/a (female)	n/a (female)	..	K1a3a	..	..	..	ds.half	BLS002.A0101.TF1.1	PASS	..
