Ancient pop	Sex	Age	Country	Lat	Long	A	B	C	D	E	F	G	H	I	J	K	L	M	N	P	R	T	U	V	W	X	Z	total
Spain SE Iberia BA Argar	M	3450	Spain	37.674387	-1.697	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Spain SE Iberia CA	F	4750	Spain	38.4429915	-1.1027205	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
Spain SE Iberia CA	M	4494	Spain	38.441587999999996	-1.095	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2
Spain Visigoth Granada	F	1450	Spain	37.324444	-4.005833333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sudan EarlyChristian	M	1100	Sudan	21.070453	30.664028	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Sudan EarlyChristian R	F	1158	Sudan	21.070453	30.664028	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Sudan EarlyChristian R	M	1138	Sudan	21.070453	30.664028	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sudan EarlyChristian S	F	1119	Sudan	21.070453000000004	30.664028	0	0	0	0	0	0	0	2	0	1	0	3	0	1	0	0	0	0	0	0	0	0	7
Sudan EarlyChristian S	M	1149	Sudan	21.070453	30.664028	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2
Sudan EarlyChristian lc	M	1100	Sudan	21.070453	30.664028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sweden Ansarve Megalithic.SG	M	5053	Sweden	57.509	18.14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sweden EarlyViking lc.SG	M	1200	Sweden	57.350118	17.075842	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sweden Gotland Ajvide PittedWare BattleAxe.SG	F	4829	Sweden	57.28	18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sweden Gotland Hemmor PittedWare BattleAxe.SG	F	5178	Sweden	57.22	18.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sweden Gotland Hemmor PittedWare BattleAxe.SG	M	5037	Sweden	57.22	18.57	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2
Sweden Gotland Hemmor PittedWare BattleAxe minus.SG	M	5037	Sweden	57.22	18.57	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2
Sweden Gotland Vasterbjers PittedWare BattleAxe.SG	M	4864	Sweden	57.58	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sweden Gotland Vasterbjers PittedWare BattleAxe minus.SG	F	4780	Sweden	57.58	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Sweden IA 2.SG	F	1550	Sweden	56.535045	16.605026	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sweden LN.SG	M	3843	Sweden	55.397	13.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Sweden Motala HG	M	7716	Sweden	58.535	15.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
Sweden PWC.SG	M	4700	Sweden	57.287	18.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Sweden Viking.SG	F	978	Sweden	57.097901500000006	17.083091875	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	1	0	0	0	8
Sweden Viking.SG	M	915	Sweden	58.398718333333335	15.486435	0	0	0	0	0	0	0	6	1	1	2	0	0	0	0	0	2	0	0	0	0	0	12
Sweden Viking fail.due.to.high.heterozygosity.SG	F	1061	Sweden	59.61731	17.72361	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Switzerland EBA 2	F	4509	Switzerland	47.255	8.2158	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Switzerland EBA 2	M	4311	Switzerland	47.421394500000005	8.254562499999999	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Switzerland LN	F	5593	Switzerland	47.23856	7.4261165	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
Switzerland LN	M	4897	Switzerland	47.33797	7.5075315	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
Switzerland LN father.or.son.Aes24.1d.rel.Aes19.1d.rel.Aes3	M	4864	Switzerland	47.465413	7.601691	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Syria Ebla EMBA	F	3850	Syria	35.798	36.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Syria TellQarassa Umayyad	F	1235	Syria	36.8309	41.4611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Taiwan Hanben IA	F	1550	Taiwan	24.327778	121.765556	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Taiwan Hanben IA	M	1550	Taiwan	24.327778	121.765556	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Tajikistan BA DashtiKozy	F	3423	Tajikistan	39.448056	68.031389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tajikistan C Sarazm	F	5526	Tajikistan	39.507222	67.460833	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Tanzania Zanzibar 1300BP lc.SG	F	1331	Tanzania	-6.4	39.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Tanzania Zanzibar 1300BP noUDG	F	1331	Tanzania	-6.4	39.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Tonga 2500BP	M	2625	Tonga	-21.177119	175.109078	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Alalakh MLBA	F	3563	Turkey	36.23778	36.38472	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3
Turkey Archaic SubGeometric	M	2565	Turkey	37.34	28.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey Arslantepe EBA	F	4553	Turkey	38.381944	38.361111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Arslantepe LateC	F	5406	Turkey	38.381944	38.361111	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
Turkey Arslantepe LateC	M	5393	Turkey	38.381944	38.361111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Arslantepe LateC brother.ART014	M	5384	Turkey	38.381944	38.361111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Turkey AsikliHoyuk EN Preceramic.SG lc	F	10018	Turkey	38.3482	34.2303	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey AssyrianColonyPeriod.SG	F	3825	Turkey	39.345805	33.78813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey Barcin LN.SG	M	8316	Turkey	40.302	29.607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Turkey Boncuklu N	F	10190	Turkey	37.75	32.866667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey Byzantine	F	650	Turkey	37.3	28.03	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey C dup.I1584 do.not.mergeI2500	F	5770	Turkey	40.3	29.56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey CamlibelTarlasi LateC	F	5503	Turkey	40.019745	34.586129	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Turkey Catalhoyuk N Ceramic.SG	F	8568	Turkey	37.6661	32.8257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey EBA	F	5045	Turkey	40.69	35.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
Turkey EBA	M	4450	Turkey	36.69	37.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Turkey EBA noUDG	F	4514	Turkey	37.91774	30.70839	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey EBA noUDG	M	4355	Turkey	37.91774	30.70839	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Hellenistic	M	2368	Turkey	37.044768	27.436551	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey IA	F	2593	Turkey	37.79	41.01	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey IA	M	2750	Turkey	38.34	43.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey IA o6	F	2500	Turkey	37.79	41.01	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey IA o6	M	2401	Turkey	37.79	41.01	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Ikiztepe LateC	F	5165	Turkey	41.613694	35.871136	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Ikiztepe LateC	M	5821	Turkey	41.613694	35.871136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey MBA	M	4450	Turkey	36.69	37.17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey N	F	8205	Turkey	40.3037	29.6085	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey N	M	8157	Turkey	40.3037	29.570000000000004	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	3
Turkey N.DG	M	8273	Turkey	40.3037	29.6085	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey N.SG	M	8272	Turkey	40.3037	29.6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Turkey Ottoman Tajik Turkic possible.SG	F	450	Turkey	39.345805	33.78813	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey PPNA	F	10700	Turkey	37.5262	41.8452	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Roman 1	M	1665	Turkey	41.313	36.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey Roman 5	F	1900	Turkey	40.18	28.69	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey Roman 5	M	1726	Turkey	37.3	28.03	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkey SoutheastByzantine	F	1071	Turkey	36.933499999999995	39.061	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
Turkey SoutheastByzantine father.or.son.I14651	M	750	Turkey	36.87	37.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Turkey TellAtchana MLBA	M	3550	Turkey	36.2378	36.3847	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Turkey WestByzantine	F	1350	Turkey	40.42	29.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Turkey WestByzantine	M	1317	Turkey	40.44	29.572000000000003	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3
Turkey WestByzantine oEuropean	F	1478	Turkey	40.42	29.71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkmenistan BA Gonur 4	F	4188	Turkmenistan	38.21228	62.03443	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkmenistan C Geoksyur	F	5050	Turkmenistan	37.1907	61.0343	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Turkmenistan Gonur BA 1	M	3832	Turkmenistan	38.21228	62.03443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Turkmenistan Gonur BA 1 lc	M	4000	Turkmenistan	38.21228	62.03443	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2
Turkmenistan Gonur BA 1 o3	M	4254	Turkmenistan	38.21228	62.03443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Turkmenistan LBA Parkhai	F	3250	Turkmenistan	38.348048	56.24543	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA AK Ancient Athabaskan 1100BP.SG	M	725	USA	62.951189	-155.594724	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA AK PaleoAleut	F	1065	USA	52.988368	-168.8205659	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA AK Prehistoric.SG	M	10366	USA	56.333333	-133.591667	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA Ancient Beringian.SG	F	11425	USA	64.22	-145.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA CA Chumash.SG	F	1550	USA	34.901389	-120.648056	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA CA Chumash.SG	M	1503	USA	34.901389	-120.648056	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
USA CA Early SanNicolas lc.SG	M	4875	USA	33.264278	-119.539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA CA LSCI.SG	F	950	USA	32.9	-118.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
USA CA Late SanNicolas.SG	F	3150	USA	33.264278	-119.539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA CA Late SanNicolas contam.SG	F	3150	USA	33.264278	-119.539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA MarianaIslands Latte	F	400	USA	15.211057	145.716839	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA MarianaIslands Latte	M	400	USA	15.211057	145.716839	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
USA MarianaIslands Latte mother.I24593	F	525	USA	15.211057	145.716839	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA MarianaIslands Latte o	F	400	USA	15.211057	145.716839	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USA Nevada LovelockCave 1850BP.SG	F	1935	USA	39.96	-118.56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ukraine Alexandria MBA	M	3985	Ukraine	49.540678	37.697994	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ukraine LateSrubnaya.SG	F	2587	Ukraine	49.32555	35.370367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ukraine Mesolithic	M	10658	Ukraine	47.434167	35.276389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ukraine N	F	7200	Ukraine	47.9543	35.3893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Ukraine Scythian.SG	M	2568	Ukraine	46.323	29.4702	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Ukraine VertebaCave MLTrypillia	M	5646	Ukraine	48.783	25.852	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Ukraine Viking 1d.rel.VK539.SG	F	900	Ukraine	51.37	31.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Uzbekistan Bustan BA	M	3400	Uzbekistan	37.666667	67.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uzbekistan Bustan Eneolithic	M	5099	Uzbekistan	37.666667	67.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Uzbekistan Dzharkutan BA 3	F	3642	Uzbekistan	37.75	67.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uzbekistan SappaliTepe BA	F	3824	Uzbekistan	37.416667	66.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Vanuatu 150BP noUDG	F	215	Vanuatu	-17.67883889	168.534731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Venezuela LasLocas Ceramic	M	2235	Venezuela	10.03	-69.64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vietnam BA DongSonCulture.SG	F	2245	Vietnam	19.801	105.75	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Vietnam N noUDG	F	3762	Vietnam	20.133333	105.983333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Wales C EBA	M	3563	United Kingdom	53.33	-3.84	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Wales LBA	M	3050	United Kingdom	51.537627	-4.211801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Wales N.SG	F	5533	United Kingdom	51.63253	-4.692903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Wales N.SG	M	5300	United Kingdom	52.034891	-3.193573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
